Year,Lake,Date.sampled,Julian.Day,Rep,Counted.by,Dent.Adult.M2,Dent.Juv.M2,Dent.Male.M2,Dent.Ephip.M2,Dent.Total.M2,Pulic.Adult.M2,Pulic.Juv.M2,Pulic.Male.M2,Pulic.Ephip.M2,Pulic.Total.M2,Retro.Adult.M2,Retro.Juv.M2,Retro.Male.M2,Retro.Ephip.M2,Retro.Total.M2,Cerio.Adult.M2,Cerio.Juv.M2,Cerio.Male.M2,Cerio.Ephip.M2,Cerio.Total.M2,Dubia.Adult.M2,Dubia.Juv.M2,Dubia.Male.M2,Dubia.Ephip.M2,Dubia.Total.M2,Parv.Adult.M2,Parv.Juv.M2,Parv.Male.M2,Parv.Ephip.M2,Parv.Total.M2,Ambig.Adult.M2,Ambig.Juv.M2,Ambig.Male.M2,Ambig.Ephip.M2,Ambig.Total.M2,Mend.Adult.M2,Mend.Juv.M2,Mend.Male.M2,Mend.Ephip.M2,Mend.Total.M2,Retro.Parv.Adult.M2,Retro.Parv.Juv.M2,Retro.Parv.Total.M2
2016,Cedar,9/19/2016,2016263,1,CDG,4586.7,8600.1,0,0,13186.8,0,0,0,0,0,6020,16053.5,0,0,22073.5,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2016,Cedar,10/4/2016,2016278,1,CDG,6880.1,16770.1,0,0,23650.2,0,0,0,0,0,11180.1,13760.1,0,0,24940.2,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2016,Cedar,10/17/2016,2016291,1,CDG,17200.1,17200.1,10750.1,0,45150.4,0,0,0,0,0,24080.2,37410.3,430,0,61920.5,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2016,Cedar,11/1/2016,2016306,1,CDG,3440,5590,14620.1,4730,28380.2,0,0,0,0,0,18490.2,22790.2,6450.1,0,47730.4,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2016,CrookedP,7/22/2016,2016204,1,CDG,27520.2,34973.6,0,0,62493.8,3010,1720,0,0,4730,1720,2150,0,0,3870,573.3,573.3,NA,0,1146.7,0,0,0,0,0,6593.4,1433.3,0,0,8026.7,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2016,CrookedP,8/5/2016,2016218,1,CDG,32106.9,30100.2,0,0,62207.2,1146.7,573.3,0,0,1720,5733.4,9746.7,0,0,15480.1,1720,2293.4,NA,0,4013.4,0,0,0,0,0,5446.7,2580,0,0,8026.7,0,0,NA,NA,0,0,0,0,0,0,286.7,573.3,860
2016,CrookedP,8/18/2016,2016231,1,CDG,14906.8,14333.4,0,0,29240.2,286.7,573.3,0,0,860,7310.1,14190.1,0,0,21500.2,1720,4013.4,NA,0,5733.4,0,0,0,0,0,860,1935,0,0,2795,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2016,CrookedP,9/1/2016,2016245,1,CDG,8170.1,12900.1,0,0,21070.2,0,860,0,0,860,2580,7740.1,0,0,10320.1,2866.7,4013.4,NA,0,6880.1,286.7,0,0,0,286.7,1146.7,2580,0,0,3726.7,0,0,NA,NA,0,0,0,0,0,0,286.7,0,286.7
2016,CrookedP,9/16/2016,2016260,1,CDG,40420.3,34400.3,0,0,74820.6,1075,0,0,0,1075,7740.1,6665.1,0,0,14405.1,3010,2365,NA,0,5375,215,0,0,0,215,2795,3225,0,0,6020,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2016,CrookedP,9/29/2016,2016273,1,CDG,27950.2,23220.2,0,0,51170.4,0,0,0,0,0,2580,3010,0,0,5590,3225,3870,NA,430,7525.1,0,0,0,0,0,2580,4300,0,0,6880.1,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2016,CrookedP,10/13/2016,2016287,1,CDG,16340.1,18060.1,5590,430,40420.3,0,0,0,0,0,3153.4,2006.7,0,0,5160,1505,3010,NA,1720,6235.1,0,0,0,0,0,1720,3870,0,0,5590,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2016,CrookedP,10/28/2016,2016302,1,CDG,12040.1,9030.1,11610.1,4730,37410.3,0,0,0,0,0,3784,3096,172,0,7052.1,0,645,NA,1290,1935,0,0,0,0,0,4085,6665.1,0,0,10750.1,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2016,CrookedP,11/10/2016,2016315,1,CDG,1720,1290,5160,3870,12040.1,0,0,0,0,0,4156.7,1720,573.3,143.3,6593.4,0,0,NA,860,860,0,0,0,0,0,5375,10320.1,215,0,15910.1,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2016,CrookedW,7/25/2016,2016207,1,CDG,18346.8,18346.8,0,0,36693.6,0,0,0,0,0,4873.4,5733.4,0,0,10606.8,860,860,NA,0,1720,9460.1,16770.1,0,0,26230.2,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2016,CrookedW,8/9/2016,2016222,1,CDG,430,1290,0,0,1720,0,0,0,0,0,10535.1,13115.1,0,0,23650.2,860,215,NA,0,1075,0,860,0,0,860,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2016,CrookedW,8/23/2016,2016236,1,CDG,1720,860,0,0,2580,0,0,0,0,0,3870,14620.1,0,0,18490.2,2580,4873.4,NA,0,7453.4,0,286.7,0,0,286.7,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2016,CrookedW,9/7/2016,2016251,1,CDG,430,1720,0,0,2150,0,0,0,0,0,3440,5590,0,0,9030.1,3440,5160,NA,0,8600.1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2016,CrookedW,9/19/2016,2016263,1,CDG,286.7,0,0,0,286.7,0,0,0,0,0,3440,5590,0,0,9030.1,6593.4,11180.1,NA,0,17773.5,0,430,0,0,430,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2016,CrookedW,10/4/2016,2016278,1,CDG,688,688,0,0,1376,0,0,0,0,0,18920.2,9460.1,0,0,28380.2,3096,4644,NA,860,8600.1,172,0,0,0,172,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2016,CrookedW,10/17/2016,2016291,1,CDG,860,430,430,0,1720,0,0,0,0,0,2580,5160,0,0,7740.1,860,4013.4,NA,1720,6593.4,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2016,CrookedW,11/1/2016,2016306,1,CDG,860,430,430,0,1720,0,0,0,0,0,7453.4,4300,1720,0,13473.4,0,430,NA,430,860,430,0,0,0,430,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2016,Gosling,7/26/2016,2016208,1,CDG,1720,12470.1,0,0,14190.1,0,0,0,0,0,0,0,0,0,0,15910.1,33970.3,NA,0,49880.4,0,0,0,0,0,0,860,0,0,860,430,430,NA,NA,860,0,0,0,0,0,0,0,0
2016,Gosling,7/29/2016,2016211,1,CDG,6450.1,13760.1,0,0,20210.2,0,0,0,0,0,0,0,0,0,0,73960.6,42140.3,NA,0,116100.9,0,0,0,0,0,3440,1720,0,0,5160,0,860,NA,NA,860,0,0,0,0,0,0,0,0
2016,Gosling,8/1/2016,2016214,1,CDG,15480.1,11466.8,0,0,26946.9,0,0,0,0,0,0,0,0,0,0,35260.3,94170.8,NA,0,129431.1,0,0,0,0,0,2580,3153.4,0,0,5733.4,286.7,0,NA,NA,286.7,0,0,0,0,0,0,0,0
2016,Gosling,8/4/2016,2016217,1,MAR,9460.1,16770.1,0,0,26230.2,0,0,0,0,0,0,430,0,0,430,73530.6,80840.7,NA,0,154371.3,0,0,0,0,0,3870,5160,0,0,9030.1,860,0,NA,NA,860,0,0,0,0,0,0,0,0
2016,Gosling,8/7/2016,2016220,1,CDG,25370.2,37410.3,0,0,62780.5,215,0,0,0,215,0,0,0,0,0,146631.2,137601.1,NA,0,284232.3,0,0,0,0,0,7740.1,5805,0,0,13545.1,430,1720,NA,NA,2150,0,0,0,0,0,0,0,0
2016,Gosling,8/10/2016,2016223,1,CDG,5375,11825.1,0,0,17200.1,0,0,0,0,0,0,0,0,0,0,63210.5,68370.6,NA,0,131581.1,0,0,0,0,0,1720,2580,0,0,4300,1290,0,NA,NA,1290,0,0,0,0,0,0,0,0
2016,Gosling,8/13/2016,2016226,1,CDG,6880.1,15480.1,0,0,22360.2,215,0,0,0,215,0,0,0,0,0,68800.6,152651.2,NA,0,221451.8,0,0,0,0,0,4515,7955.1,0,0,12470.1,215,860,NA,NA,1075,0,0,0,0,0,0,0,0
2016,Gosling,8/16/2016,2016229,1,MAR,4300,23650.2,0,0,27950.2,0,0,0,0,0,0,0,0,0,0,19350.2,95460.8,NA,0,114810.9,0,0,0,0,0,0,430,0,0,430,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2016,Gosling,8/19/2016,2016232,1,CDG,14620.1,24510.2,0,0,39130.3,0,0,0,0,0,0,0,0,0,0,129001,170281.4,NA,0,299282.4,0,0,0,0,0,2150,3440,0,0,5590,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2016,Gosling,8/22/2016,2016235,1,CDG,21070.2,21930.2,0,0,43000.3,0,860,0,0,860,0,0,0,0,0,175441.4,235211.9,NA,430,411083.3,0,0,0,0,0,4586.7,3153.4,0,0,7740.1,430,0,NA,NA,430,0,0,0,0,0,0,0,0
2016,Gosling,8/25/2016,2016238,1,CDG,21930.2,23650.2,0,0,45580.4,0,0,0,0,0,0,0,0,0,0,69660.6,139321.1,NA,0,208981.7,0,0,0,0,0,4300,4300,0,0,8600.1,645,430,NA,NA,1075,0,0,0,0,0,0,0,0
2016,Gosling,8/28/2016,2016241,1,MAR,5590,13760.1,0,0,19350.2,0,0,0,0,0,0,0,0,0,0,41710.3,72670.6,NA,0,114380.9,0,0,0,0,0,6306.7,6306.7,0,0,12613.4,573.3,286.7,NA,NA,860,0,0,0,0,0,0,0,0
2016,Gosling,8/31/2016,2016244,1,MAR,6020,10320.1,0,0,16340.1,215,430,0,0,645,0,0,0,0,0,45580.4,49880.4,NA,0,95460.8,0,0,0,0,0,2150,1290,0,0,3440,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2016,Gosling,9/3/2016,2016247,1,CDG,6880.1,27950.2,0,0,34830.3,0,0,0,0,0,0,0,0,0,0,92020.7,92020.7,NA,0,184041.5,0,0,0,0,0,1474.3,2580,0,0,4054.3,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2016,Gosling,9/6/2016,2016250,1,MAR,16340.1,18920.2,0,0,35260.3,430,430,0,0,860,0,215,0,0,215,60200.5,57620.5,NA,0,117821,0,0,0,0,0,1720,1290,0,0,3010,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2016,Gosling,9/9/2016,2016253,1,MAR,26230.2,24940.2,0,0,51170.4,430,0,0,0,430,0,0,0,0,0,43860.4,78690.6,NA,0,122551,0,0,0,0,0,2580,860,0,0,3440,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2016,Gosling,9/12/2016,2016256,1,CDG,5160,20210.2,0,0,25370.2,0,430,0,0,430,0,0,0,0,0,15910.1,89870.7,NA,0,105780.9,0,0,0,0,0,2150,2580,0,0,4730,0,430,NA,NA,430,0,0,0,0,0,0,0,0
2016,Gosling,9/15/2016,2016259,1,CDG,6450.1,21500.2,0,0,27950.2,0,0,0,0,0,0,0,0,0,0,63640.5,85570.7,NA,0,149211.2,0,0,0,0,0,2150,1290,0,0,3440,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2016,Gosling,9/18/2016,2016262,1,CDG,25513.5,36120.3,0,0,61633.8,0,0,0,0,0,0,0,0,0,0,104490.8,105780.9,NA,0,210271.7,0,0,0,0,0,1146.7,1146.7,0,0,2293.4,286.7,286.7,NA,NA,573.3,0,0,0,0,0,0,0,0
2016,Gosling,9/21/2016,2016265,1,MAR,2580,14620.1,0,0,17200.1,0,0,0,0,0,0,0,0,0,0,66650.5,84710.7,NA,0,151361.2,0,0,0,0,0,1720,1935,0,0,3655,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2016,Gosling,9/24/2016,2016268,1,CDG,40420.3,44290.4,430,0,85140.7,0,0,0,0,0,0,0,0,0,0,85570.7,107930.9,NA,1720,195221.6,0,0,0,0,0,8600.1,7310.1,0,0,15910.1,430,0,NA,NA,430,0,0,0,0,0,0,0,0
2016,Gosling,9/27/2016,2016271,1,CDG,11610.1,18060.1,0,0,29670.2,0,0,0,0,0,286.7,0,0,0,286.7,35690.3,55900.5,NA,0,91590.7,0,0,0,0,0,6880.1,6020,573.3,0,13473.4,286.7,0,NA,NA,286.7,0,0,0,0,0,0,0,0
2016,Gosling,9/30/2016,2016274,2,CDG,4730,10320.1,0,0,15050.1,0,0,0,0,0,0,0,0,0,0,33540.3,62780.5,NA,1290,97610.8,0,0,0,0,0,573.3,1576.7,0,0,2150,0,143.3,NA,NA,143.3,0,0,0,0,0,0,0,0
2016,Gosling,10/3/2016,2016277,1,MAR,6450.1,7310.1,0,0,13760.1,0,215,0,0,215,0,0,0,0,0,33110.3,30530.2,NA,430,64070.5,0,0,0,0,0,2795,1935,0,0,4730,215,430,NA,NA,645,0,0,0,0,0,0,0,0
2016,Gosling,10/6/2016,2016280,1,CDG,4300,4300,215,0,8815.1,0,0,0,0,0,0,0,0,0,0,39130.3,61060.5,NA,6450.1,106640.9,0,0,0,0,0,2580,1720,215,0,4515,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2016,Gosling,10/9/2016,2016283,1,CDG,13760.1,11180.1,430,0,25370.2,0,0,0,0,0,0,0,0,0,0,48160.4,90300.7,NA,11610.1,150071.2,0,0,0,0,0,5160,3010,3010,0,11180.1,1075,860,NA,NA,1935,0,0,0,0,0,0,0,0
2016,Gosling,10/12/2016,2016286,1,CDG,11610.1,9460.1,3440,0,24510.2,0,0,0,0,0,0,0,0,0,0,4300,58050.5,NA,7740.1,70090.6,0,0,0,0,0,3010,1863.3,430,0,5303.4,286.7,573.3,NA,NA,860,0,0,0,0,0,0,0,0
2016,Gosling,10/15/2016,2016289,1,MAR,4873.4,5733.4,1146.7,0,11753.4,0,0,0,0,0,245.7,122.9,0,0,368.6,5733.4,20640.2,NA,1720,28093.6,0,0,0,0,0,1842.9,1105.7,0,0,2948.6,0,245.7,NA,NA,245.7,0,0,0,0,0,0,0,0
2016,Gosling,10/18/2016,2016292,1,MAR,2365,5375,645,860,9245.1,0,215,0,0,215,215,215,0,0,430,12470.1,35690.3,NA,9460.1,57620.5,0,0,0,0,0,1290,5160,860,0,7310.1,860,1075,NA,NA,1935,0,0,0,0,0,0,0,0
2016,Gosling,10/21/2016,2016295,1,CDG,5733.4,8313.4,3153.4,0,17200.1,0,0,0,0,0,0,0,0,0,0,1720,33540.3,NA,5590,40850.3,0,0,0,0,0,2866.7,3153.4,2006.7,0,8026.7,286.7,0,NA,NA,286.7,0,0,0,0,0,0,0,0
2016,Gosling,10/24/2016,2016298,1,MAR,4586.7,14620.1,1146.7,0,20353.5,0,516,0,0,516,0,0,0,0,0,2293.4,19206.8,NA,3440,24940.2,0,0,0,0,0,344,2236,172,0,2752,172,516,NA,NA,688,0,0,0,0,0,0,0,0
2016,Gosling,10/27/2016,2016301,1,MAR,3440,16913.5,860,286.7,21500.2,0,0,0,0,0,0,0,0,0,0,7453.4,19206.8,NA,6020,32680.3,0,0,0,0,0,573.3,573.3,0,0,1146.7,286.7,860,NA,NA,1146.7,0,0,0,0,0,0,0,0
2016,Gosling,10/30/2016,2016304,1,MAR,645,2150,1612.5,537.5,4945,0,0,0,0,0,0,107.5,0,0,107.5,1290,9460.1,NA,1505,12255.1,0,0,0,0,0,537.5,1290,0,0,1827.5,107.5,107.5,NA,NA,215,0,0,0,0,0,0,0,0
2016,Gosling,11/2/2016,2016307,1,CDG,4515,2795,645,430,8385.1,0,0,0,0,0,0,0,0,0,0,645,7095.1,NA,4945,12685.1,0,0,0,0,0,2580,645,0,0,3225,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2016,Gosling,11/5/2016,2016310,1,MAR,1505,645,1935,3010,7095.1,0,0,0,0,0,430,0,0,0,430,860,7740.1,NA,4300,12900.1,0,0,0,0,0,0,1290,0,0,1290,215,215,NA,NA,430,0,0,0,0,0,0,0,0
2016,Gosling,11/8/2016,2016313,1,MAR,286.7,1720,1863.3,1720,5590,0,0,0,0,0,0,0,143.3,0,143.3,286.7,2723.4,NA,2293.4,5303.4,0,0,0,0,0,1003.3,573.3,143.3,0,1720,430,0,NA,NA,430,0,0,0,0,0,0,0,0
2016,Gosling,11/11/2016,2016316,1,MAR,286.7,860,860,1003.3,3010,0,0,0,0,0,0,0,0,0,0,0,1863.3,NA,1576.7,3440,0,0,0,0,0,716.7,1433.3,0,143.3,2293.4,143.3,0,NA,NA,143.3,0,0,0,0,0,0,0,0
2016,LittleAppleton,8/3/2016,2016216,1,MAR,26015.2,55255.4,0,0,81270.7,0,0,0,0,0,215,1290,0,0,1505,645,2365,NA,0,3010,215,0,0,0,215,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2016,LittleAppleton,8/15/2016,2016228,1,MAR,18920.2,43215.4,0,0,62135.5,0,0,0,0,0,0,215,0,0,215,645,1935,NA,0,2580,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2016,LittleAppleton,8/30/2016,2016243,1,MAR,7310.1,29025.2,0,0,36335.3,0,0,0,0,0,215,215,0,0,430,860,0,NA,0,860,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2016,LittleAppleton,9/13/2016,2016257,1,MAR,11968.4,37123.6,0,0,49092.1,0,0,0,0,0,107.5,53.8,0,0,161.3,3010,3010,NA,0,6020,0,0,0,0,0,53.8,0,0,0,53.8,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2016,LittleAppleton,9/26/2016,2016270,1,MAR,2150,18633.5,0,0,20783.5,0,0,0,0,0,0,0,0,0,0,8122.3,7644.5,NA,0,15766.8,95.6,0,0,0,95.6,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2016,LittleAppleton,10/10/2016,2016284,1,MAR,16125.1,21500.2,0,0,37625.3,0,0,0,0,0,0,0,0,0,0,5805,18060.1,NA,4945,28810.2,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2016,LittleAppleton,10/26/2016,2016300,1,MAR,10750.1,55255.4,9030.1,430,75465.6,0,0,0,0,0,0,0,0,0,0,1935,5375,NA,2365,9675.1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2016,LittleAppleton,11/7/2016,2016312,1,MAR,3225,17307.6,1397.5,430,22360.2,0,0,0,0,0,0,0,0,0,0,537.5,645,NA,107.5,1290,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2016,Mill,7/20/2016,2016202,1,CDG,1290,3440,0,0,4730,0,0,0,0,0,35690.3,46010.4,0,0,81700.7,2150,3655,NA,0,5805,0,0,0,0,0,1075,2580,0,0,3655,215,430,NA,NA,645,0,0,0,0,0,0,0,0
2016,Mill,8/2/2016,2016215,1,CDG,344,860,0,0,1204,0,0,0,0,0,9030.1,19565.2,0,0,28595.2,0,344,NA,0,344,0,0,0,0,0,0,344,0,0,344,0,0,NA,NA,0,0,0,0,0,0,172,0,172
2016,Mill,8/17/2016,2016230,1,CDG,6450.1,6880.1,430,0,13760.1,0,0,0,0,0,35260.3,43430.4,0,0,78690.6,1720,1720,NA,0,3440,0,0,0,0,0,430,430,0,0,860,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2016,Mill,8/29/2016,2016242,1,CDG,9173.4,13186.8,0,0,22360.2,286.7,0,0,0,286.7,14620.1,18920.2,0,0,33540.3,0,286.7,NA,0,286.7,0,0,0,0,0,286.7,286.7,0,0,573.3,286.7,0,NA,NA,286.7,0,0,0,0,0,0,0,0
2016,Mill,9/14/2016,2016258,1,CDG,8772.1,7396.1,344,0,16512.1,0,0,0,0,0,2924,3268,0,0,6192.1,172,172,NA,0,344,0,0,0,0,0,0,172,0,0,172,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2016,Mill,9/28/2016,2016272,1,CDG,10320.1,2150,0,0,12470.1,0,0,0,0,0,20640.2,30530.2,0,0,51170.4,0,430,NA,0,430,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2016,Mill,10/14/2016,2016288,1,CDG,4515,3870,1720,0,10105.1,0,0,0,0,0,15050.1,20640.2,0,0,35690.3,0,215,NA,0,215,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2016,Mill,10/25/2016,2016299,1,CDG,752.5,967.5,645,322.5,2687.5,0,0,0,0,0,5733.4,12900.1,2006.7,0,20640.2,286.7,0,NA,0,286.7,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2016,Mill,11/9/2016,2016314,1,CDG,860,1720,860,0,3440,0,0,0,0,0,36550.3,60200.5,860,430,98040.8,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2016,North,7/26/2016,2016208,1,MAR,19780.2,30530.2,0,0,50310.4,15480.1,12470.1,860,0,28810.2,2580,2924,0,0,5504,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2016,North,7/29/2016,2016211,1,CDG,69660.6,66650.5,0,0,136311.1,12040.1,16770.1,0,0,28810.2,6020,4300,0,0,10320.1,0,1720,NA,0,1720,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2016,North,8/1/2016,2016214,1,CDG,91590.7,65360.5,0,0,156951.3,7166.7,12326.8,286.7,0,19780.2,7740.1,3870,0,0,11610.1,0,1290,NA,0,1290,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2016,North,8/4/2016,2016217,1,MAR,51600.4,49880.4,0,0,101480.8,11466.8,22933.5,573.3,0,34973.6,8170.1,4300,0,0,12470.1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2016,North,8/7/2016,2016220,1,CDG,51170.4,92880.8,0,0,144051.2,16340.1,17200.1,0,0,33540.3,5160,9460.1,0,0,14620.1,860,286.7,NA,0,1146.7,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2016,North,8/10/2016,2016223,1,CDG,10320.1,50453.7,0,0,60773.8,1720,2150,0,0,3870,2866.7,10176.7,0,0,13043.4,1433.3,1146.7,NA,0,2580,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2016,North,8/13/2016,2016226,1,CDG,94314.1,158814.6,0,0,253128.7,573.3,1146.7,0,0,1720,31820.3,44147,0,0,75967.3,2006.7,4300,NA,0,6306.7,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2016,North,8/16/2016,2016229,1,MAR,9030.1,72670.6,0,0,81700.7,0,0,0,0,0,3010,10320.1,0,0,13330.1,4085,7095.1,NA,0,11180.1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2016,North,8/19/2016,2016232,1,CDG,31820.3,53320.4,0,0,85140.7,0,860,0,0,860,3870,12040.1,0,0,15910.1,3225,2580,NA,0,5805,430,0,0,0,430,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,860,0,860
2016,North,8/22/2016,2016235,1,CDG,24080.2,52030.4,0,0,76110.6,430,430,0,0,860,3440,8026.7,0,0,11466.8,4730,9890.1,NA,0,14620.1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2016,North,8/25/2016,2016238,1,CDG,22360.2,115670.9,0,0,138031.1,215,0,0,0,215,7955.1,10105.1,0,0,18060.1,1075,645,NA,0,1720,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2016,North,8/28/2016,2016241,1,MAR,15050.1,63640.5,0,0,78690.6,143.3,143.3,0,0,286.7,1576.7,4156.7,0,0,5733.4,716.7,1003.3,NA,0,1720,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2016,North,8/31/2016,2016244,1,CDG,17200.1,27090.2,0,0,44290.4,0,0,0,0,0,1075,2042.5,0,0,3117.5,645,215,NA,0,860,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2016,North,9/3/2016,2016247,1,CDG,39560.3,56330.5,0,0,95890.8,0,0,0,0,0,2866.7,6306.7,0,0,9173.4,860,573.3,NA,0,1433.3,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2016,North,9/6/2016,2016250,1,CDG,16770.1,47730.4,0,0,64500.5,0,0,0,0,0,1433.3,6880.1,0,0,8313.4,286.7,573.3,NA,0,860,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2016,North,9/9/2016,2016253,1,MAR,11180.1,36550.3,0,0,47730.4,0,430,0,0,430,1720,9890.1,0,0,11610.1,1720,430,NA,0,2150,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2016,North,9/12/2016,2016256,1,CDG,43000.3,52030.4,0,0,95030.8,286.7,286.7,0,0,573.3,10606.8,6020,0,0,16626.8,0,573.3,NA,0,573.3,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2016,North,9/15/2016,2016259,1,CDG,22360.2,22790.2,0,0,45150.4,0,0,0,0,0,2293.4,5160,0,0,7453.4,286.7,0,NA,0,286.7,0,0,0,0,0,286.7,0,0,0,286.7,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2016,North,9/18/2016,2016262,1,CDG,18920.2,29240.2,0,0,48160.4,0,430,0,0,430,1720,8600.1,0,0,10320.1,0,430,NA,0,430,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,430,430
2016,North,9/21/2016,2016265,1,MAR,20210.2,77400.6,0,0,97610.8,0,2580,0,0,2580,6020,9890.1,0,0,15910.1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,430,0,430
2016,North,9/24/2016,2016268,1,CDG,19493.5,31246.9,0,0,50740.4,0,0,0,0,0,8313.4,9746.7,0,0,18060.1,860,0,NA,0,860,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,286.7,286.7,573.3
2016,North,9/27/2016,2016271,1,CDG,15910.1,18490.2,0,0,34400.3,0,860,0,0,860,8600.1,9890.1,0,0,18490.2,430,860,NA,0,1290,0,0,0,0,0,0,430,0,0,430,0,430,NA,NA,430,0,0,0,0,0,0,0,0
2016,North,9/30/2016,2016274,1,CDG,7166.7,8026.7,0,0,15193.5,0,0,0,0,0,6593.4,6880.1,0,0,13473.4,0,1204,NA,0,1204,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,344,172,516
2016,North,10/3/2016,2016277,1,CDG,11610.1,14190.1,860,0,26660.2,0,0,0,0,0,4730,10750.1,0,0,15480.1,0,430,NA,0,430,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
